"loan_amnt";"funded_amnt";"int_rate";"grade";"emp_length";"home_ownership";"annual_inc";"loan_status";"purpose";"dti";"loan_status_1";"int_rate_grp";"emp_len_grp"
8,9;8,9;18;"E";"6 years";"OWN";77;"Charged Off";"debt_consolidation";11,89;"default_new";"Medium";"Mid-level"
12;12;11;"B";"10+ years";"MORTGAGE";120;"Current";"debt_consolidation";11,81;"current_new";"Medium";"Senior"
12;12;9;"B";"10+ years";"MORTGAGE";87;"Charged Off";"debt_consolidation";8,97;"default_new";"Low";"Senior"
30;30;14;"C";"1 year";"MORTGAGE";70;"Current";"debt_consolidation";17,16;"current_new";"Medium";"Junior"
10;10;12;"B";"10+ years";"RENT";62;"Charged Off";"small_business";10,35;"default_new";"Medium";"Senior"
8;8;10;"B";"n/a";"RENT";60,78;"Charged Off";"credit_card";14,27;"default_new";"Low";"Junior"
35;33,5;20;"E";"10+ years";"RENT";75;"Charged Off";"debt_consolidation";19,28;"default_new";"High";"Senior"
9;9;11;"B";"1 year";"RENT";51;"Charged Off";"debt_consolidation";19,22;"default_new";"Medium";"Junior"
1,8;1,8;13;"C";"7 years";"RENT";40;"Charged Off";"other";10,56;"default_new";"Medium";"Mid-level"
14;14;18;"E";"< 1 year";"MORTGAGE";63;"Charged Off";"small_business";23,35;"default_new";"Medium";"Junior"
5,2;5,2;8;"A";"n/a";"RENT";36;"Current";"vacation";8,17;"current_new";"Low";"Junior"
2,8;2,8;16;"D";"2 years";"RENT";43,2;"Charged Off";"other";3,94;"default_new";"Medium";"Junior"
8;8;13;"C";"< 1 year";"RENT";23;"Charged Off";"debt_consolidation";7,62;"default_new";"Medium";"Junior"
14,825;14,825;23;"G";"1 year";"RENT";45,6;"Charged Off";"debt_consolidation";23,68;"default_new";"High";"Junior"
6,1;6,1;18;"E";"7 years";"OWN";70;"Charged Off";"debt_consolidation";12,67;"default_new";"Medium";"Mid-level"
10;10;12;"B";"n/a";"MORTGAGE";50;"Charged Off";"credit_card";14,4;"default_new";"Medium";"Junior"
14;14;14;"C";"8 years";"RENT";81;"Current";"credit_card";22,33;"current_new";"Medium";"Mid-level"
15,85;15,85;21;"F";"10+ years";"MORTGAGE";66;"Current";"debt_consolidation";22,8;"current_new";"High";"Senior"
12;12;18;"E";"10+ years";"RENT";61,234;"Charged Off";"debt_consolidation";13,91;"default_new";"Medium";"Senior"
35;33,5;12;"B";"< 1 year";"MORTGAGE";101;"Current";"debt_consolidation";18,75;"current_new";"Medium";"Junior"
30;30;20;"E";"4 years";"OWN";136,5;"Current";"debt_consolidation";23,42;"current_new";"High";"Junior"
18;18;14;"C";"8 years";"RENT";36;"Charged Off";"debt_consolidation";13,67;"default_new";"Medium";"Mid-level"
24,575;24,575;20;"F";"5 years";"RENT";54,6;"Charged Off";"debt_consolidation";22,99;"default_new";"High";"Mid-level"
14,125;14,125;19;"E";"2 years";"RENT";50,62;"Current";"credit_card";22,78;"current_new";"High";"Junior"
35;33,5;21;"F";"4 years";"MORTGAGE";120;"Current";"debt_consolidation";11,27;"current_new";"High";"Junior"
7,2;7,2;11;"B";"6 years";"MORTGAGE";26,453;"Charged Off";"debt_consolidation";21,55;"default_new";"Medium";"Mid-level"
15;15;8;"A";"10+ years";"MORTGAGE";95;"Charged Off";"debt_consolidation";16,79;"default_new";"Low";"Senior"
12,8;12,8;14;"C";"4 years";"RENT";39;"Charged Off";"credit_card";23,48;"default_new";"Medium";"Junior"
12;12;17;"D";"6 years";"RENT";34,2;"Charged Off";"debt_consolidation";18,07;"default_new";"Medium";"Mid-level"
10,625;10,625;14;"C";"< 1 year";"MORTGAGE";51;"Charged Off";"debt_consolidation";12,54;"default_new";"Medium";"Junior"
7,5;7,5;7;"A";"2 years";"RENT";60;"Charged Off";"debt_consolidation";12,32;"default_new";"Low";"Junior"
6,7;6,7;15;"C";"6 years";"RENT";26;"Current";"small_business";16,43;"current_new";"Medium";"Mid-level"
12;12;17;"D";"7 years";"MORTGAGE";25;"Charged Off";"debt_consolidation";11,9;"default_new";"Medium";"Mid-level"
35;33,5;11;"B";"10+ years";"MORTGAGE";100,5;"Current";"credit_card";19,9;"current_new";"Medium";"Senior"
10,5;10,5;19;"E";"4 years";"MORTGAGE";50;"Current";"home_improvement";6,36;"current_new";"High";"Junior"
20;20;13;"C";"4 years";"OWN";75;"Current";"debt_consolidation";25,23;"current_new";"Medium";"Junior"
27;27;19;"E";"10+ years";"MORTGAGE";98;"Charged Off";"debt_consolidation";8,99;"default_new";"High";"Senior"
20;20;11;"B";"7 years";"MORTGAGE";45;"Current";"debt_consolidation";6,11;"current_new";"Medium";"Mid-level"
10;10;15;"C";"10+ years";"MORTGAGE";80;"Charged Off";"home_improvement";24,22;"default_new";"Medium";"Senior"
12;12;8;"A";"10+ years";"MORTGAGE";39,996;"Charged Off";"debt_consolidation";5,52;"default_new";"Low";"Senior"
20;20;15;"C";"2 years";"RENT";80,856;"Current";"debt_consolidation";11,92;"current_new";"Medium";"Junior"
4,2;4,2;20;"F";"10+ years";"MORTGAGE";78;"Current";"debt_consolidation";14,91;"current_new";"High";"Senior"
4,5;4,5;11;"B";"6 years";"MORTGAGE";40;"Charged Off";"debt_consolidation";15,87;"default_new";"Medium";"Mid-level"
28;28;18;"E";"< 1 year";"MORTGAGE";136,5;"Current";"other";17,76;"current_new";"Medium";"Junior"
22,4;22,4;18;"D";"5 years";"MORTGAGE";51;"Current";"debt_consolidation";16;"current_new";"Medium";"Mid-level"
30,5;30,5;14;"C";"10+ years";"MORTGAGE";125;"Current";"debt_consolidation";17,2;"current_new";"Medium";"Senior"
12;12;17;"D";"< 1 year";"MORTGAGE";75;"Charged Off";"debt_consolidation";19,41;"default_new";"Medium";"Junior"
20;20;14;"C";"1 year";"RENT";120;"Current";"debt_consolidation";24,5;"current_new";"Medium";"Junior"
13,2;13,2;13;"C";"2 years";"RENT";42,996;"Current";"other";4,63;"current_new";"Medium";"Junior"
21,6;21,6;16;"D";"7 years";"MORTGAGE";75;"In Grace Period";"debt_consolidation";10,46;"current_new";"Medium";"Mid-level"
7;7;7;"A";"4 years";"RENT";39;"Charged Off";"credit_card";15,48;"default_new";"Low";"Junior"
10,5;10,5;15;"C";"10+ years";"OWN";45;"Charged Off";"home_improvement";21,28;"default_new";"Medium";"Senior"
14;14;16;"D";"1 year";"MORTGAGE";108;"Current";"debt_consolidation";18,39;"current_new";"Medium";"Junior"
7,2;7,2;19;"E";"5 years";"RENT";35;"Charged Off";"debt_consolidation";16,7;"default_new";"High";"Mid-level"
5,6;5,6;15;"C";"1 year";"MORTGAGE";51,6;"Charged Off";"car";12,56;"default_new";"Medium";"Junior"
16;16;16;"D";"10+ years";"MORTGAGE";120;"Current";"debt_consolidation";16,44;"current_new";"Medium";"Senior"
3;3;12;"B";"n/a";"MORTGAGE";39,192;"Charged Off";"other";22,23;"default_new";"Medium";"Junior"
5;5;19;"E";"2 years";"MORTGAGE";97,008;"Current";"other";24,76;"current_new";"High";"Junior"
35;33,5;17;"D";"5 years";"MORTGAGE";97,936;"Charged Off";"debt_consolidation";23,84;"default_new";"Medium";"Mid-level"
24;24;14;"C";"10+ years";"MORTGAGE";64,48;"Charged Off";"debt_consolidation";21,85;"default_new";"Medium";"Senior"
35;33,5;23;"G";"< 1 year";"RENT";108,6;"Charged Off";"debt_consolidation";21,2;"default_new";"High";"Junior"
6,075;6,075;12;"B";"2 years";"RENT";12;"Charged Off";"wedding";7,4;"default_new";"Medium";"Junior"
17,4;17,4;18;"D";"3 years";"RENT";48;"Charged Off";"debt_consolidation";3,8;"default_new";"Medium";"Junior"
16;16;17;"D";"3 years";"RENT";32;"Current";"debt_consolidation";16,73;"current_new";"Medium";"Junior"
12,8;12,8;8;"A";"3 years";"MORTGAGE";50,4;"Current";"debt_consolidation";19,9;"current_new";"Low";"Junior"
18;18;22;"F";"2 years";"OWN";49,989;"Charged Off";"debt_consolidation";16,18;"default_new";"High";"Junior"
8;8;14;"C";"10+ years";"RENT";33;"Charged Off";"debt_consolidation";18,36;"default_new";"Medium";"Senior"
10,8;10,8;20;"E";"7 years";"MORTGAGE";95;"Charged Off";"debt_consolidation";4,07;"default_new";"High";"Mid-level"
17,6;17,6;13;"C";"3 years";"MORTGAGE";90;"Charged Off";"debt_consolidation";19,05;"default_new";"Medium";"Junior"
20;20;14;"C";"10+ years";"MORTGAGE";50;"Charged Off";"small_business";18,14;"default_new";"Medium";"Senior"
30;30;13;"C";"10+ years";"MORTGAGE";135;"Charged Off";"small_business";7,8;"default_new";"Medium";"Senior"
32,275;32,275;11;"B";"2 years";"RENT";77;"Current";"debt_consolidation";18,12;"current_new";"Medium";"Junior"
35;33,5;18;"D";"n/a";"RENT";136,5;"Charged Off";"debt_consolidation";19,81;"default_new";"Medium";"Junior"
7,8;7,8;9;"B";"2 years";"MORTGAGE";50,004;"Current";"debt_consolidation";10,97;"current_new";"Low";"Junior"
6,3;6,3;14;"C";"6 years";"MORTGAGE";60;"Charged Off";"car";3,66;"default_new";"Medium";"Mid-level"
18;18;11;"B";"7 years";"MORTGAGE";60;"Charged Off";"debt_consolidation";16,2;"default_new";"Medium";"Mid-level"
16;16;12;"B";"n/a";"OWN";72;"Charged Off";"debt_consolidation";11,08;"default_new";"Medium";"Junior"
12;12;8;"A";"1 year";"RENT";50;"Charged Off";"small_business";3,89;"default_new";"Low";"Junior"
16,5;16,5;11;"B";"4 years";"MORTGAGE";33;"Charged Off";"small_business";12,07;"default_new";"Medium";"Junior"
18,65;18,65;21;"F";"10+ years";"RENT";90;"Charged Off";"small_business";14,19;"default_new";"High";"Senior"
15,6;15,6;17;"D";"8 years";"OWN";48;"Current";"major_purchase";21,98;"current_new";"Medium";"Mid-level"
12;12;6;"A";"1 year";"RENT";60;"Charged Off";"debt_consolidation";8,86;"default_new";"Low";"Junior"
12;12;16;"D";"10+ years";"MORTGAGE";93;"Charged Off";"debt_consolidation";19,81;"default_new";"Medium";"Senior"
5;5;7;"A";"n/a";"RENT";40;"Charged Off";"debt_consolidation";19,08;"default_new";"Low";"Junior"
30;30;23;"G";"3 years";"RENT";102,5;"Charged Off";"debt_consolidation";22,57;"default_new";"High";"Junior"
23;23;13;"C";"10+ years";"MORTGAGE";45,948;"Charged Off";"small_business";2,53;"default_new";"Medium";"Senior"
25;25;10;"B";"10+ years";"RENT";79;"Current";"debt_consolidation";14,92;"current_new";"Low";"Senior"
7,5;7,5;19;"E";"10+ years";"MORTGAGE";136,5;"Current";"other";4,5;"current_new";"High";"Senior"
2,5;2,5;9;"B";"< 1 year";"RENT";13,2;"Charged Off";"other";15,82;"default_new";"Low";"Junior"
30,4;30,4;21;"F";"3 years";"MORTGAGE";110;"Current";"credit_card";7,42;"current_new";"High";"Junior"
8,575;8,575;19;"E";"< 1 year";"RENT";27,84;"Charged Off";"debt_consolidation";15,47;"default_new";"High";"Junior"
16;16;11;"B";"7 years";"RENT";42,494;"Charged Off";"car";10,65;"default_new";"Medium";"Mid-level"
9,6;9,6;16;"D";"6 years";"RENT";60;"Current";"major_purchase";8,54;"current_new";"Medium";"Mid-level"
15;15;19;"E";"5 years";"RENT";55;"Charged Off";"debt_consolidation";20,68;"default_new";"High";"Mid-level"
22,9;22,9;18;"D";"10+ years";"RENT";55;"Charged Off";"debt_consolidation";15,91;"default_new";"Medium";"Senior"
15;15;17;"D";"10+ years";"MORTGAGE";48;"Current";"small_business";20,32;"current_new";"Medium";"Senior"
30;30;19;"E";"10+ years";"MORTGAGE";136,5;"Current";"debt_consolidation";9,65;"current_new";"High";"Senior"
19;19;16;"D";"10+ years";"MORTGAGE";45;"Current";"debt_consolidation";23,25;"current_new";"Medium";"Senior"
6;6;10;"B";"5 years";"MORTGAGE";126;"Charged Off";"home_improvement";14,33;"default_new";"Low";"Mid-level"
16;16;18;"E";"8 years";"MORTGAGE";46;"Current";"debt_consolidation";22,46;"current_new";"Medium";"Mid-level"
14;14;7;"A";"2 years";"RENT";136,5;"Charged Off";"debt_consolidation";7,66;"default_new";"Low";"Junior"
35;33,5;20;"E";"< 1 year";"MORTGAGE";136,5;"Charged Off";"house";17,72;"default_new";"High";"Junior"
13;13;14;"C";"7 years";"MORTGAGE";60;"Current";"debt_consolidation";12,3;"current_new";"Medium";"Mid-level"
3,5;3,5;11;"B";"< 1 year";"RENT";30;"Charged Off";"debt_consolidation";9,36;"default_new";"Medium";"Junior"
21;21;17;"D";"10+ years";"RENT";136,5;"Charged Off";"wedding";9,22;"default_new";"Medium";"Senior"
13,2;13,2;14;"C";"4 years";"MORTGAGE";75;"Charged Off";"credit_card";18,34;"default_new";"Medium";"Junior"
6,85;6,85;19;"E";"2 years";"RENT";54;"Charged Off";"debt_consolidation";6,47;"default_new";"High";"Junior"
20;20;15;"C";"8 years";"RENT";75;"Charged Off";"credit_card";16,85;"default_new";"Medium";"Mid-level"
5;5;16;"D";"6 years";"RENT";50;"Charged Off";"debt_consolidation";13,03;"default_new";"Medium";"Mid-level"
35;33,5;12;"B";"9 years";"MORTGAGE";136,5;"Current";"home_improvement";10,38;"current_new";"Medium";"Senior"
12;12;14;"C";"10+ years";"MORTGAGE";60;"Charged Off";"debt_consolidation";10,58;"default_new";"Medium";"Senior"
21;21;17;"D";"10+ years";"RENT";51;"Charged Off";"debt_consolidation";13,91;"default_new";"Medium";"Senior"
35;33,5;17;"D";"9 years";"MORTGAGE";97,5;"Charged Off";"house";16,52;"default_new";"Medium";"Senior"
1,2;1,2;14;"C";"10+ years";"MORTGAGE";90,216;"Charged Off";"home_improvement";15,7;"default_new";"Medium";"Senior"
35;33,5;19;"E";"2 years";"MORTGAGE";75;"Charged Off";"debt_consolidation";16,94;"default_new";"High";"Junior"
10;10;19;"E";"3 years";"RENT";31;"Charged Off";"major_purchase";13,94;"default_new";"High";"Junior"
3,5;3,5;16;"D";"3 years";"MORTGAGE";50;"Charged Off";"major_purchase";0;"default_new";"Medium";"Junior"
24;24;19;"E";"5 years";"RENT";62;"Charged Off";"debt_consolidation";18,46;"default_new";"High";"Mid-level"
20;20;11;"B";"2 years";"MORTGAGE";63,2398;"Charged Off";"debt_consolidation";22,22;"default_new";"Medium";"Junior"
23;23;14;"C";"4 years";"RENT";73;"Current";"debt_consolidation";21,14;"current_new";"Medium";"Junior"
30;30;11;"B";"1 year";"MORTGAGE";115;"Current";"debt_consolidation";12,27;"current_new";"Medium";"Junior"
12;12;8;"A";"10+ years";"MORTGAGE";60;"Current";"credit_card";9,6;"current_new";"Low";"Senior"
15;15;17;"D";"10+ years";"MORTGAGE";70;"Current";"debt_consolidation";14,83;"current_new";"Medium";"Senior"
4,6;4,6;17;"D";"3 years";"RENT";37;"Current";"debt_consolidation";24,23;"current_new";"Medium";"Junior"
14,4;14,4;15;"C";"2 years";"MORTGAGE";60;"Charged Off";"debt_consolidation";16,3;"default_new";"Medium";"Junior"
3;3;15;"C";"8 years";"RENT";56,004;"Current";"other";4,5;"current_new";"Medium";"Mid-level"
12;12;18;"D";"3 years";"RENT";24;"Charged Off";"other";7,45;"default_new";"Medium";"Junior"
6;6;19;"E";"2 years";"RENT";38,4;"Current";"other";20,47;"current_new";"High";"Junior"
12,6;12,6;7;"A";"6 years";"MORTGAGE";48;"Current";"home_improvement";6,4;"current_new";"Low";"Mid-level"
20;20;10;"B";"10+ years";"MORTGAGE";52;"Current";"debt_consolidation";29,63;"current_new";"Low";"Senior"
24;24;14;"C";"10+ years";"MORTGAGE";76,32;"Charged Off";"debt_consolidation";22,28;"default_new";"Medium";"Senior"
2,7;2,7;11;"B";"n/a";"RENT";40,8;"Charged Off";"debt_consolidation";22,24;"default_new";"Medium";"Junior"
35;33,5;22;"F";"2 years";"RENT";136,5;"Current";"debt_consolidation";12,94;"current_new";"High";"Junior"
15;15;14;"C";"6 years";"MORTGAGE";95;"Current";"debt_consolidation";13,72;"current_new";"Medium";"Mid-level"
14,4;14,4;15;"C";"8 years";"MORTGAGE";50;"Current";"debt_consolidation";23,14;"current_new";"Medium";"Mid-level"
35;33,5;21;"F";"10+ years";"MORTGAGE";120;"Current";"debt_consolidation";8,12;"current_new";"High";"Senior"
12;12;15;"C";"10+ years";"MORTGAGE";116;"Late (31-120 days)";"home_improvement";8,86;"late";"Medium";"Senior"
14;14;9;"B";"10+ years";"MORTGAGE";90;"Charged Off";"debt_consolidation";9,65;"default_new";"Low";"Senior"
20;20;19;"E";"n/a";"MORTGAGE";116;"Current";"other";14,46;"current_new";"High";"Junior"
6;6;8;"A";"8 years";"RENT";21,624;"Charged Off";"other";23,75;"default_new";"Low";"Mid-level"
24,925;24,925;17;"D";"10+ years";"MORTGAGE";117,961;"Late (31-120 days)";"credit_card";23,2;"late";"Medium";"Senior"
12,8;12,8;18;"E";"7 years";"RENT";47,712;"Charged Off";"debt_consolidation";16,8;"default_new";"Medium";"Mid-level"
14,4;14,4;17;"D";"4 years";"RENT";34,008;"Current";"debt_consolidation";11,75;"current_new";"Medium";"Junior"
5;5;9;"B";"n/a";"RENT";37,5168;"Charged Off";"debt_consolidation";17,85;"default_new";"Low";"Junior"
35;33,5;22;"G";"10+ years";"MORTGAGE";120;"Current";"house";24;"current_new";"High";"Senior"
2;2;18;"E";"< 1 year";"RENT";42;"Current";"debt_consolidation";7,89;"current_new";"Medium";"Junior"
35;33,5;20;"F";"10+ years";"MORTGAGE";136,5;"Current";"debt_consolidation";12,11;"current_new";"High";"Senior"
30,75;30,75;18;"D";"2 years";"RENT";80;"Charged Off";"home_improvement";23,16;"default_new";"Medium";"Junior"
30;30;9;"B";"10+ years";"MORTGAGE";72;"Current";"house";9,05;"current_new";"Low";"Senior"
16,95;16,95;13;"C";"3 years";"MORTGAGE";37,44;"Charged Off";"debt_consolidation";20,8;"default_new";"Medium";"Junior"
8;8;19;"E";"1 year";"RENT";32,712;"Charged Off";"debt_consolidation";21,5;"default_new";"High";"Junior"
13,65;13,65;16;"D";"2 years";"MORTGAGE";57,6;"Charged Off";"other";17,25;"default_new";"Medium";"Junior"
15;15;11;"B";"2 years";"RENT";68,962;"Charged Off";"debt_consolidation";17,56;"default_new";"Medium";"Junior"
7,2;7,2;10;"B";"4 years";"RENT";45;"Charged Off";"credit_card";16,83;"default_new";"Low";"Junior"
10,6;10,6;16;"D";"1 year";"MORTGAGE";72,8;"Charged Off";"car";13,04;"default_new";"Medium";"Junior"
7;7;13;"C";"2 years";"RENT";40;"Charged Off";"wedding";14,4;"default_new";"Medium";"Junior"
6,6;6,6;17;"D";"< 1 year";"RENT";43,5;"Current";"wedding";0,41;"current_new";"Medium";"Junior"
5;5;18;"D";"6 years";"RENT";38;"Charged Off";"other";15,82;"default_new";"Medium";"Mid-level"
13,5;13,5;7;"A";"5 years";"RENT";27;"Current";"debt_consolidation";17,33;"current_new";"Low";"Mid-level"
20;20;16;"D";"4 years";"MORTGAGE";79;"Current";"debt_consolidation";9,6;"current_new";"Medium";"Junior"
25;25;12;"B";"10+ years";"MORTGAGE";67;"Current";"debt_consolidation";13,34;"current_new";"Medium";"Senior"
14;14;8;"A";"3 years";"MORTGAGE";136,5;"Current";"house";14,02;"current_new";"Low";"Junior"
18,225;18,225;19;"E";"7 years";"MORTGAGE";58;"Charged Off";"credit_card";24,66;"default_new";"High";"Mid-level"
12;12;15;"C";"4 years";"OWN";34,44;"Charged Off";"debt_consolidation";14,11;"default_new";"Medium";"Junior"
20;20;17;"D";"10+ years";"MORTGAGE";66;"Charged Off";"debt_consolidation";22,31;"default_new";"Medium";"Senior"
15;15;10;"B";"3 years";"RENT";44,4;"Charged Off";"debt_consolidation";19,08;"default_new";"Low";"Junior"
24;24;12;"B";"10+ years";"MORTGAGE";66;"Charged Off";"debt_consolidation";6,2;"default_new";"Medium";"Senior"
6,25;6,25;17;"D";"4 years";"MORTGAGE";28;"Charged Off";"other";13,76;"default_new";"Medium";"Junior"
6,2;6,2;12;"B";"3 years";"RENT";38,4;"Current";"debt_consolidation";4,94;"current_new";"Medium";"Junior"
4,8;4,8;8;"A";"8 years";"MORTGAGE";70;"Charged Off";"home_improvement";10,03;"default_new";"Low";"Mid-level"
26;26;21;"F";"< 1 year";"RENT";52;"Charged Off";"debt_consolidation";18,76;"default_new";"High";"Junior"
15;15;16;"D";"< 1 year";"MORTGAGE";58;"Charged Off";"debt_consolidation";22,08;"default_new";"Medium";"Junior"
6;6;14;"C";"6 years";"MORTGAGE";50;"Current";"debt_consolidation";20,02;"current_new";"Medium";"Mid-level"
20;20;21;"F";"10+ years";"MORTGAGE";101,657;"Charged Off";"debt_consolidation";11,24;"default_new";"High";"Senior"
25;25;18;"D";"5 years";"MORTGAGE";73;"Charged Off";"debt_consolidation";15,04;"default_new";"Medium";"Mid-level"
6,45;6,45;18;"E";"n/a";"OWN";23;"Current";"debt_consolidation";23,17;"current_new";"Medium";"Junior"
20;20;21;"F";"5 years";"MORTGAGE";54;"Charged Off";"credit_card";17;"default_new";"High";"Mid-level"
12;12;9;"B";"2 years";"RENT";40;"Current";"car";1,29;"current_new";"Low";"Junior"
25;25;12;"B";"4 years";"RENT";41,658;"Current";"small_business";20,88;"current_new";"Medium";"Junior"
14,3;14,3;20;"F";"1 year";"RENT";75;"Charged Off";"debt_consolidation";10,93;"default_new";"High";"Junior"
20;20;20;"E";"5 years";"MORTGAGE";80;"Charged Off";"wedding";8,4;"default_new";"High";"Mid-level"
10;10;14;"C";"10+ years";"MORTGAGE";78;"Charged Off";"debt_consolidation";4,52;"default_new";"Medium";"Senior"
3,5;3,5;8;"A";"n/a";"RENT";55,2;"Current";"car";21,76;"current_new";"Low";"Junior"
13,575;13,575;11;"B";"2 years";"RENT";60;"Charged Off";"credit_card";7,68;"default_new";"Medium";"Junior"
35;33,5;22;"F";"5 years";"RENT";67;"Current";"debt_consolidation";21,55;"current_new";"High";"Mid-level"
20;20;14;"C";"2 years";"OWN";57;"Current";"debt_consolidation";17,35;"current_new";"Medium";"Junior"
